spec_id,connectivity,confound,reduction,classifier,domain_granularity,h1_auc_edges,h1_auc_latent,h1_delta_auc,h2_delta_d,h2_p,h3_wilcoxon_p,h3_n_factors,h3_between_gt_within,duration_s,error
37,spearman,ols,none,logistic_l2,subdomain_14,0.8373248248248247,,,0.021038631416742837,0.03792415169660679,,0,0,23.73853898048401,
38,spearman,ols,none,svm_linear,domain_7,0.8543668668668669,,,0.021322651559899347,0.007984031936127744,,0,0,43.49026107788086,
39,spearman,ols,none,svm_linear,subdomain_14,0.8543668668668669,,,0.021038631416742837,0.03792415169660679,,0,0,39.10915780067444,
40,spearman,ols,fa,logistic_l2,domain_7,0.8373248248248247,0.8195362028695362,-0.01778862195528852,0.021322651559899347,0.007984031936127744,0.0005855560302734375,20,16,139.60588097572327,
41,spearman,ols,fa,logistic_l2,subdomain_14,0.8373248248248247,0.8195362028695362,-0.01778862195528852,0.021038631416742837,0.03792415169660679,8.20159912109375e-05,20,16,139.4970359802246,
42,spearman,ols,fa,svm_linear,domain_7,0.8543668668668669,0.8197280613947282,-0.03463880547213871,0.021322651559899347,0.007984031936127744,0.0005855560302734375,20,16,158.2981550693512,
43,spearman,ols,fa,svm_linear,subdomain_14,0.8543668668668669,0.8197280613947282,-0.03463880547213871,0.021038631416742837,0.03792415169660679,8.20159912109375e-05,20,16,155.01742005348206,
44,spearman,ols,ica,logistic_l2,domain_7,0.8373248248248247,0.8419753086419753,0.004650483817150608,0.021322651559899347,0.007984031936127744,0.0014846473444478647,50,16,85.54696607589722,
45,spearman,ols,ica,logistic_l2,subdomain_14,0.8373248248248247,0.8419753086419753,0.004650483817150608,0.021038631416742837,0.03792415169660679,0.055465717070337206,50,22,79.59142589569092,
46,spearman,ols,ica,svm_linear,domain_7,0.8543668668668669,0.854884050717384,0.0005171838505171333,0.021322651559899347,0.007984031936127744,0.0014846473444478647,50,16,90.42836475372314,
47,spearman,ols,ica,svm_linear,subdomain_14,0.8543668668668669,0.854884050717384,0.0005171838505171333,0.021038631416742837,0.03792415169660679,0.055465717070337206,50,22,90.33582186698914,
48,pearson_z,ols,fa,elasticnet,subdomain_14,0.8439189189189189,0.8183892225558893,-0.025529696363029597,0.020527351967751295,0.03792415169660679,0.0042209625244140625,20,15,283.2150831222534,
49,pearson_z,ols,fa,elasticnet,domain_7,0.8439189189189189,0.8183892225558893,-0.025529696363029597,0.02432910287090287,0.003992015968063872,0.01923370361328125,20,13,286.5966341495514,
50,pearson_z,ols,fa,logistic_l2,subdomain_14,0.8227102102102102,0.814627127127127,-0.008083083083083142,0.020527351967751295,0.03792415169660679,0.0042209625244140625,20,15,171.59274458885193,
51,pearson_z,ols,fa,logistic_l2,domain_7,0.8227102102102102,0.814627127127127,-0.008083083083083142,0.02432910287090287,0.003992015968063872,0.01923370361328125,20,13,187.0806007385254,
52,pearson_z,ols,fa,svm_linear,subdomain_14,0.8424883216549883,0.8172339005672338,-0.025254421087754553,0.020527351967751295,0.03792415169660679,0.0042209625244140625,20,15,178.08359789848328,
53,pearson_z,ols,fa,svm_linear,domain_7,0.8424883216549883,0.8172339005672338,-0.025254421087754553,0.02432910287090287,0.003992015968063872,0.01923370361328125,20,13,177.99905681610107,
54,pearson_z,ols,fa,rf,subdomain_14,0.8268372539205874,0.7800675675675676,-0.04676968635301981,0.020527351967751295,0.03792415169660679,0.0042209625244140625,20,15,908.3042848110199,
55,pearson_z,ols,fa,rf,domain_7,0.8268372539205874,0.7800675675675676,-0.04676968635301981,0.02432910287090287,0.003992015968063872,0.01923370361328125,20,13,892.2390325069427,
56,pearson_z,ols,ica,elasticnet,subdomain_14,0.8439189189189189,0.8359150817484151,-0.008003837170503791,0.020527351967751295,0.03792415169660679,0.08760075247442067,50,20,138.20944118499756,
57,pearson_z,ols,ica,elasticnet,domain_7,0.8439189189189189,0.8359150817484151,-0.008003837170503791,0.02432910287090287,0.003992015968063872,0.023585311964122724,50,16,137.4225664138794,
58,pearson_z,ols,ica,logistic_l2,subdomain_14,0.8227102102102102,0.8377794461127795,0.015069235902569367,0.020527351967751295,0.03792415169660679,0.08760075247442067,50,20,61.102811336517334,
59,pearson_z,ols,ica,logistic_l2,domain_7,0.8227102102102102,0.8377794461127795,0.015069235902569367,0.02432910287090287,0.003992015968063872,0.023585311964122724,50,16,60.742979526519775,
60,pearson_z,ols,ica,svm_linear,subdomain_14,0.8424883216549883,0.8452994661327995,0.002811144477811167,0.020527351967751295,0.03792415169660679,0.08760075247442067,50,20,63.66549253463745,
61,pearson_z,ols,ica,svm_linear,domain_7,0.8424883216549883,0.8452994661327995,0.002811144477811167,0.02432910287090287,0.003992015968063872,0.023585311964122724,50,16,63.27166771888733,
62,pearson_z,ols,ica,rf,subdomain_14,0.8268372539205874,0.7820236903570237,-0.044813563563563696,0.020527351967751295,0.03792415169660679,0.08760075247442067,50,20,763.5256187915802,
63,pearson_z,ols,ica,rf,domain_7,0.8268372539205874,0.7820236903570237,-0.044813563563563696,0.02432910287090287,0.003992015968063872,0.023585311964122724,50,16,761.6732025146484,
64,pearson_z,ols,pca,elasticnet,subdomain_14,0.8439189189189189,0.7560018351685018,-0.08791708375041707,0.020527351967751295,0.03792415169660679,0.009435653686523438,20,14,190.38837218284607,
65,pearson_z,ols,pca,elasticnet,domain_7,0.8439189189189189,0.7560018351685018,-0.08791708375041707,0.02432910287090287,0.003992015968063872,0.03623390197753906,20,15,195.60169506072998,
66,pearson_z,ols,pca,logistic_l2,subdomain_14,0.8227102102102102,0.8066608274941608,-0.016049382716049387,0.020527351967751295,0.03792415169660679,0.009435653686523438,20,14,153.61316323280334,
67,pearson_z,ols,pca,logistic_l2,domain_7,0.8227102102102102,0.8066608274941608,-0.016049382716049387,0.02432910287090287,0.003992015968063872,0.03623390197753906,20,15,152.16701436042786,
68,pearson_z,ols,pca,svm_linear,subdomain_14,0.8424883216549883,0.8077786119452787,-0.03470970970970966,0.020527351967751295,0.03792415169660679,0.009435653686523438,20,14,148.03020811080933,
69,pearson_z,ols,pca,svm_linear,domain_7,0.8424883216549883,0.8077786119452787,-0.03470970970970966,0.02432910287090287,0.003992015968063872,0.03623390197753906,20,15,161.61531352996826,
70,pearson_z,ols,pca,rf,subdomain_14,0.8268372539205874,0.7704162495829162,-0.056421004337671166,0.020527351967751295,0.03792415169660679,0.009435653686523438,20,14,864.0885274410248,
71,pearson_z,ols,pca,rf,domain_7,0.8268372539205874,0.7704162495829162,-0.056421004337671166,0.02432910287090287,0.003992015968063872,0.03623390197753906,20,15,866.4535541534424,
72,pearson_z,ols,nmf,elasticnet,subdomain_14,0.8439189189189189,0.7242033700367033,-0.11971554888221558,0.020527351967751295,0.03792415169660679,0.4151920088524754,50,29,2163.7709357738495,
73,pearson_z,ols,nmf,elasticnet,domain_7,0.8439189189189189,0.7242033700367033,-0.11971554888221558,0.02432910287090287,0.003992015968063872,0.4843032319103049,50,27,2169.428312063217,
74,pearson_z,ols,nmf,logistic_l2,subdomain_14,0.8227102102102102,0.7649441107774442,-0.057766099432766005,0.020527351967751295,0.03792415169660679,0.4151920088524754,50,29,774.3773641586304,
75,pearson_z,ols,nmf,logistic_l2,domain_7,0.8227102102102102,0.7649441107774442,-0.057766099432766005,0.02432910287090287,0.003992015968063872,0.4843032319103049,50,27,774.2431418895721,
76,pearson_z,ols,nmf,svm_linear,subdomain_14,0.8424883216549883,0.7563104771438105,-0.08617784451117783,0.020527351967751295,0.03792415169660679,0.4151920088524754,50,29,642.8612551689148,
77,pearson_z,ols,nmf,svm_linear,domain_7,0.8424883216549883,0.7563104771438105,-0.08617784451117783,0.02432910287090287,0.003992015968063872,0.4843032319103049,50,27,638.5471577644348,
78,pearson_z,ols,nmf,rf,subdomain_14,0.8268372539205874,0.8155801634968303,-0.01125709042375711,0.020527351967751295,0.03792415169660679,0.4151920088524754,50,29,1600.148116827011,
79,pearson_z,ols,nmf,rf,domain_7,0.8268372539205874,0.8155801634968303,-0.01125709042375711,0.02432910287090287,0.003992015968063872,0.4843032319103049,50,27,1606.874587059021,
80,pearson_z,combat,none,elasticnet,subdomain_14,,,,,,,0,0,0.23530936241149902,No module named 'neuroCombat'
81,pearson_z,combat,none,elasticnet,domain_7,,,,,,,0,0,0.23474383354187012,No module named 'neuroCombat'
82,pearson_z,combat,none,logistic_l2,subdomain_14,,,,,,,0,0,0.20021581649780273,No module named 'neuroCombat'
83,pearson_z,combat,none,logistic_l2,domain_7,,,,,,,0,0,0.20085597038269043,No module named 'neuroCombat'
84,pearson_z,combat,none,svm_linear,subdomain_14,,,,,,,0,0,0.20099115371704102,No module named 'neuroCombat'
85,pearson_z,combat,none,svm_linear,domain_7,,,,,,,0,0,0.2045907974243164,No module named 'neuroCombat'
86,pearson_z,combat,none,rf,subdomain_14,,,,,,,0,0,0.20606541633605957,No module named 'neuroCombat'
87,pearson_z,combat,none,rf,domain_7,,,,,,,0,0,0.20647764205932617,No module named 'neuroCombat'
88,pearson_z,combat,fa,elasticnet,subdomain_14,,,,,,,0,0,0.20647215843200684,No module named 'neuroCombat'
89,pearson_z,combat,fa,elasticnet,domain_7,,,,,,,0,0,0.20664644241333008,No module named 'neuroCombat'
90,pearson_z,combat,fa,logistic_l2,subdomain_14,,,,,,,0,0,0.20694494247436523,No module named 'neuroCombat'
91,pearson_z,combat,fa,logistic_l2,domain_7,,,,,,,0,0,0.20642828941345215,No module named 'neuroCombat'
92,pearson_z,combat,fa,svm_linear,subdomain_14,,,,,,,0,0,0.2067241668701172,No module named 'neuroCombat'
93,pearson_z,combat,fa,svm_linear,domain_7,,,,,,,0,0,0.2062849998474121,No module named 'neuroCombat'
94,pearson_z,combat,fa,rf,subdomain_14,,,,,,,0,0,0.2060840129852295,No module named 'neuroCombat'
95,pearson_z,combat,fa,rf,domain_7,,,,,,,0,0,0.20707488059997559,No module named 'neuroCombat'
96,pearson_z,combat,ica,elasticnet,subdomain_14,,,,,,,0,0,0.20701932907104492,No module named 'neuroCombat'
97,pearson_z,combat,ica,elasticnet,domain_7,,,,,,,0,0,0.20694494247436523,No module named 'neuroCombat'
98,pearson_z,combat,ica,logistic_l2,subdomain_14,,,,,,,0,0,0.20908236503601074,No module named 'neuroCombat'
99,pearson_z,combat,ica,logistic_l2,domain_7,,,,,,,0,0,0.206953763961792,No module named 'neuroCombat'
100,pearson_z,combat,ica,svm_linear,subdomain_14,,,,,,,0,0,0.20700454711914062,No module named 'neuroCombat'
101,pearson_z,combat,ica,svm_linear,domain_7,,,,,,,0,0,0.20716452598571777,No module named 'neuroCombat'
102,pearson_z,combat,ica,rf,subdomain_14,,,,,,,0,0,0.20682811737060547,No module named 'neuroCombat'
103,pearson_z,combat,ica,rf,domain_7,,,,,,,0,0,0.20666718482971191,No module named 'neuroCombat'
104,pearson_z,combat,pca,elasticnet,subdomain_14,,,,,,,0,0,0.20708489418029785,No module named 'neuroCombat'
105,pearson_z,combat,pca,elasticnet,domain_7,,,,,,,0,0,0.20618820190429688,No module named 'neuroCombat'
106,pearson_z,combat,pca,logistic_l2,subdomain_14,,,,,,,0,0,0.20689058303833008,No module named 'neuroCombat'
107,pearson_z,combat,pca,logistic_l2,domain_7,,,,,,,0,0,0.2067577838897705,No module named 'neuroCombat'
108,pearson_z,combat,pca,svm_linear,subdomain_14,,,,,,,0,0,0.20688819885253906,No module named 'neuroCombat'
109,pearson_z,combat,pca,svm_linear,domain_7,,,,,,,0,0,0.2073819637298584,No module named 'neuroCombat'
110,pearson_z,combat,pca,rf,subdomain_14,,,,,,,0,0,0.20717191696166992,No module named 'neuroCombat'
111,pearson_z,combat,pca,rf,domain_7,,,,,,,0,0,0.20658421516418457,No module named 'neuroCombat'
112,pearson_z,combat,nmf,elasticnet,subdomain_14,,,,,,,0,0,0.20662403106689453,No module named 'neuroCombat'
113,pearson_z,combat,nmf,elasticnet,domain_7,,,,,,,0,0,0.20728087425231934,No module named 'neuroCombat'
114,pearson_z,combat,nmf,logistic_l2,subdomain_14,,,,,,,0,0,0.20633459091186523,No module named 'neuroCombat'
115,pearson_z,combat,nmf,logistic_l2,domain_7,,,,,,,0,0,0.20688676834106445,No module named 'neuroCombat'
116,pearson_z,combat,nmf,svm_linear,subdomain_14,,,,,,,0,0,0.20647478103637695,No module named 'neuroCombat'
117,pearson_z,combat,nmf,svm_linear,domain_7,,,,,,,0,0,0.20688271522521973,No module named 'neuroCombat'
118,pearson_z,combat,nmf,rf,subdomain_14,,,,,,,0,0,0.20737886428833008,No module named 'neuroCombat'
119,pearson_z,combat,nmf,rf,domain_7,,,,,,,0,0,0.20691537857055664,No module named 'neuroCombat'
120,spearman,none,none,elasticnet,subdomain_14,0.8757424090757423,,,0.050388924162967225,0.001996007984031936,,0,0,22.13217568397522,
121,spearman,none,none,elasticnet,domain_7,0.8757424090757423,,,0.063985838021868,0.001996007984031936,,0,0,22.1492600440979,
122,spearman,none,none,logistic_l2,subdomain_14,0.8780363697030363,,,0.050388924162967225,0.001996007984031936,,0,0,6.411909341812134,
123,spearman,none,none,logistic_l2,domain_7,0.8780363697030363,,,0.063985838021868,0.001996007984031936,,0,0,6.433007717132568,
124,spearman,none,none,svm_linear,subdomain_14,0.8816149482816151,,,0.050388924162967225,0.001996007984031936,,0,0,20.37462854385376,
125,spearman,none,none,svm_linear,domain_7,0.8816149482816151,,,0.063985838021868,0.001996007984031936,,0,0,20.370450735092163,
126,spearman,none,none,rf,subdomain_14,0.832082082082082,,,0.050388924162967225,0.001996007984031936,,0,0,639.537526845932,
127,spearman,none,none,rf,domain_7,0.832082082082082,,,0.063985838021868,0.001996007984031936,,0,0,640.276389837265,
128,spearman,none,fa,elasticnet,subdomain_14,0.8757424090757423,0.815648982315649,-0.06009342676009333,0.050388924162967225,0.001996007984031936,0.0006313323974609375,25,19,293.2940032482147,
129,spearman,none,fa,elasticnet,domain_7,0.8757424090757423,0.815648982315649,-0.06009342676009333,0.063985838021868,0.001996007984031936,0.04826241731643677,25,17,277.9704840183258,
130,spearman,none,fa,logistic_l2,subdomain_14,0.8780363697030363,0.8223682015348682,-0.05566816816816811,0.050388924162967225,0.001996007984031936,0.0006313323974609375,25,19,179.5011236667633,
131,spearman,none,fa,logistic_l2,domain_7,0.8780363697030363,0.8223682015348682,-0.05566816816816811,0.063985838021868,0.001996007984031936,0.04826241731643677,25,17,167.97153997421265,
132,spearman,none,fa,svm_linear,subdomain_14,0.8816149482816151,0.8249582916249583,-0.05665665665665687,0.050388924162967225,0.001996007984031936,0.0006313323974609375,25,19,189.4657678604126,
133,spearman,none,fa,svm_linear,domain_7,0.8816149482816151,0.8249582916249583,-0.05665665665665687,0.063985838021868,0.001996007984031936,0.04826241731643677,25,17,188.26799702644348,
134,spearman,none,fa,rf,subdomain_14,0.832082082082082,0.7867054554554556,-0.04537662662662645,0.050388924162967225,0.001996007984031936,0.0006313323974609375,25,19,881.0568385124207,
135,spearman,none,fa,rf,domain_7,0.832082082082082,0.7867054554554556,-0.04537662662662645,0.063985838021868,0.001996007984031936,0.04826241731643677,25,17,881.6042370796204,
136,spearman,none,ica,elasticnet,subdomain_14,0.8757424090757423,0.8657407407407407,-0.010001668335001601,0.050388924162967225,0.001996007984031936,0.005579489549422334,50,16,130.000670671463,
137,spearman,none,ica,elasticnet,domain_7,0.8757424090757423,0.8657407407407407,-0.010001668335001601,0.063985838021868,0.001996007984031936,0.011529687649083797,50,17,132.99850797653198,
138,spearman,none,ica,logistic_l2,subdomain_14,0.8780363697030363,0.8695403737070404,-0.00849599599599593,0.050388924162967225,0.001996007984031936,0.005579489549422334,50,16,60.81473398208618,
139,spearman,none,ica,logistic_l2,domain_7,0.8780363697030363,0.8695403737070404,-0.00849599599599593,0.063985838021868,0.001996007984031936,0.011529687649083797,50,17,61.56368684768677,
140,spearman,none,ica,svm_linear,subdomain_14,0.8816149482816151,0.8703203203203204,-0.011294627961294768,0.050388924162967225,0.001996007984031936,0.005579489549422334,50,16,68.94860219955444,
141,spearman,none,ica,svm_linear,domain_7,0.8816149482816151,0.8703203203203204,-0.011294627961294768,0.063985838021868,0.001996007984031936,0.011529687649083797,50,17,69.10697960853577,
142,spearman,none,ica,rf,subdomain_14,0.832082082082082,0.8256006006006006,-0.0064814814814814214,0.050388924162967225,0.001996007984031936,0.005579489549422334,50,16,738.3761503696442,
143,spearman,none,ica,rf,domain_7,0.832082082082082,0.8256006006006006,-0.0064814814814814214,0.063985838021868,0.001996007984031936,0.011529687649083797,50,17,739.4793293476105,
144,spearman,none,pca,elasticnet,subdomain_14,0.8757424090757423,0.6434872372372373,-0.23225517183850497,0.050388924162967225,0.001996007984031936,0.04512268304824829,25,17,197.56555652618408,
145,spearman,none,pca,elasticnet,domain_7,0.8757424090757423,0.6434872372372373,-0.23225517183850497,0.063985838021868,0.001996007984031936,0.2872292995452881,25,15,215.45663595199585,
146,spearman,none,pca,logistic_l2,subdomain_14,0.8780363697030363,0.8182766099432766,-0.05975975975975978,0.050388924162967225,0.001996007984031936,0.04512268304824829,25,17,150.61214923858643,
147,spearman,none,pca,logistic_l2,domain_7,0.8780363697030363,0.8182766099432766,-0.05975975975975978,0.063985838021868,0.001996007984031936,0.2872292995452881,25,15,148.17875814437866,
148,spearman,none,pca,svm_linear,subdomain_14,0.8816149482816151,0.8195278611945278,-0.06208708708708732,0.050388924162967225,0.001996007984031936,0.04512268304824829,25,17,170.51756119728088,
149,spearman,none,pca,svm_linear,domain_7,0.8816149482816151,0.8195278611945278,-0.06208708708708732,0.063985838021868,0.001996007984031936,0.2872292995452881,25,15,157.08404517173767,
150,spearman,none,pca,rf,subdomain_14,0.832082082082082,0.7863697030363698,-0.04571237904571224,0.050388924162967225,0.001996007984031936,0.04512268304824829,25,17,833.6164853572845,
151,spearman,none,pca,rf,domain_7,0.832082082082082,0.7863697030363698,-0.04571237904571224,0.063985838021868,0.001996007984031936,0.2872292995452881,25,15,841.2918126583099,
152,spearman,none,nmf,elasticnet,subdomain_14,0.8757424090757423,0.7897230563897231,-0.08601935268601923,0.050388924162967225,0.001996007984031936,0.07719592312590784,50,30,2108.8839457035065,
153,spearman,none,nmf,elasticnet,domain_7,0.8757424090757423,0.7897230563897231,-0.08601935268601923,0.063985838021868,0.001996007984031936,0.24513084584396871,50,28,2116.008080482483,
154,spearman,none,nmf,logistic_l2,subdomain_14,0.8780363697030363,0.8023815482148816,-0.07565482148815472,0.050388924162967225,0.001996007984031936,0.07719592312590784,50,30,757.6002569198608,
155,spearman,none,nmf,logistic_l2,domain_7,0.8780363697030363,0.8023815482148816,-0.07565482148815472,0.063985838021868,0.001996007984031936,0.24513084584396871,50,28,761.2360141277313,
156,spearman,none,nmf,svm_linear,subdomain_14,0.8816149482816151,0.7982399065732398,-0.08337504170837529,0.050388924162967225,0.001996007984031936,0.07719592312590784,50,30,635.4573812484741,
157,spearman,none,nmf,svm_linear,domain_7,0.8816149482816151,0.7982399065732398,-0.08337504170837529,0.063985838021868,0.001996007984031936,0.24513084584396871,50,28,633.2246911525726,
158,spearman,none,nmf,rf,subdomain_14,0.832082082082082,0.8378253253253254,0.005743243243243379,0.050388924162967225,0.001996007984031936,0.07719592312590784,50,30,1554.5427119731903,
159,spearman,none,nmf,rf,domain_7,0.832082082082082,0.8378253253253254,0.005743243243243379,0.063985838021868,0.001996007984031936,0.24513084584396871,50,28,1564.2261533737183,
160,spearman,ols,none,elasticnet,subdomain_14,0.8370787454120787,,,0.021038631416742837,0.03792415169660679,,0,0,24.925232410430908,
161,spearman,ols,none,elasticnet,domain_7,0.8370787454120787,,,0.02132265155989932,0.007984031936127744,,0,0,24.87937045097351,
162,spearman,ols,none,logistic_l2,subdomain_14,0.8373248248248247,,,0.021038631416742837,0.03792415169660679,,0,0,6.761325359344482,
163,spearman,ols,none,logistic_l2,domain_7,0.8373248248248247,,,0.02132265155989932,0.007984031936127744,,0,0,6.718256235122681,
